"Data Source","World Development Indicators",

"Last Updated Date","2019-01-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"OECD members","OED","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","20.64316","20.75542","20.66461","20.52917","20.49149","20.48457","20.54347","20.46754","20.43319","20.46065","20.15415","20.05803","19.92878","19.85419","19.77334","19.56125","19.36435","19.33425","19.18997","19.03833","18.91205","18.73202","18.60622","18.45598","18.10345","18.16798","18.09794","17.9754","18.04873","17.8465","17.51876","17.5029","17.20469","17.13826","16.93225","16.71409","16.49507","16.30766","16.17271","16.10041","15.84508","15.96349","15.99823","15.95708","15.90004","15.69742","15.5339","15.51784","",
"Oman","OMN","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","17.7449","34.45393","33.81025","30.31787","24.22759","26.5747","24.82362","24.13063","22.55658","23.3286","23.21167","24.7","25.23016","26.62517","28.66088","26.57402","25.62662","25.93499","27.22253","27.54436","27.53523","27.23586","26.74702","26.6364","26.06586","25.74843","","26.01145","25.40512","25.08144","23.65903","21.49871","19.90897","","","","","","","","","","","","","","10.12768","",
"Other small states","OSS","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","31.53306","31.14245","31.17201","31.67244","31.90563","31.9342","31.73792","31.11079","30.40584","29.88782","29.65183","29.5783","29.75308","29.424","29.71014","30.25481","30.37051","30.42305","30.0916","30.14836","30.29245","30.14437","29.80718","29.37128","29.49464","29.48057","29.34171","29.35386","29.43726","29.95651","29.76106","29.82457","29.10844","28.38163","28.27812","27.47733","27.21354","26.58936","25.97062","25.20659","24.98222","24.57028","23.86603","23.85184","24.26651","23.78877","23.5886","23.45466","",
"Pakistan","PAK","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","41.46762","38.98198","41.28752","41.60084","40.44125","40.18729","41.47087","37.32588","37.48911","36.98566","36.48955","36.09592","34.97114","36.1651","38.14525","39.27572","40.33147","40.56335","40.66154","41.07124","","","","","","","","","","32.99996","34.7419","35.00461","34.82196","37.4976","38.33941","39.00535","39.95136","40.66857","39.68783","40.45158","39.83264","41.35274","42.54875","46.52317","46.34065","47.63465","44.78201","",
"Panama","PAN","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","27.06892","26.43547","25.87193","26.81489","27.07162","26.85665","28.38767","27.2216","26.35474","24.77946","27.3054","26.61049","26.19933","25.99528","25.58287","25.46111","22.24628","22.50858","23.04419","23.25568","23.01928","","","","","","","","","26.08202","24.73639","24.3295","24.27752","","24.03741","24.23255","24.5048","24.53809","24.23802","23.62485","23.45812","23.0112","22.60998","22.34957","21.98706","21.89367","21.44301","","",
"Peru","PER","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","35.48955","35.99981","36.22164","37.04697","37.55237","39.10498","40.09874","39.99979","39.73353","38.80264","37.47481","37.42312","38.18696","34.93767","34.40018","34.81794","33.19732","31.82691","30.50322","29.22809","29.08418","28.64022","28.22586","26.91684","27.65087","28.24828","27.42863","27.04224","25.26655","28.75555","28.74385","29.28379","25.08563","23.96144","23.30454","23.02813","21.88156","21.79327","20.87707","20.15716","19.68166","19.5637","19.18832","18.08394","17.66104","17.9767","18.31765","17.93677","",
"Philippines","PHL","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","28.58095","28.3359","28.00313","28.061","28.5924","29.01752","30.87913","30.66521","","32.14948","32.19058","31.14637","31.56999","30.97276","30.721","30.85887","31.45627","31.84201","33.00045","32.66715","32.8906","33.41975","33.67088","33.46948","33.73656","34.47076","34.72563","34.47868","34.69483","35.31923","35.20686","35.38941","34.92513","34.53153","35.07377","34.59417","33.66837","33.7418","31.43572","","","","","31.35082","30.26629","28.98824","","",
"Palau","PLW","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9685","15.66129","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","29.67588","29.06782","27.66807","29.33141","30.42107","31.58364","31.07909","29.64367","30.6369","29.83827","","30.25023","30.87573","","31.28478","","30.34251","31.2646","31.72851","31.72257","31.68218","31.47857","31.41971","33.24802","33.02085","","","","","","35.43594","36.195","","","","","","","","","","","","","","","35.52165","","",
"Poland","POL","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.14185","","12.65283","","11.54338","11.23454","10.63653","9.94154999999999","9.61028","9.31659","10.15536","10.18568","10.22951","10.19245","10.49058","10.81003","","",
"Pre-demographic dividend","PRE","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","37.90065","37.66313","37.56139","37.73684","37.48004","37.92151","37.85326","38.23132","37.02397","36.85923","37.42483","37.18355","37.15376","36.65722","36.63686","36.85413","36.85462","37.23902","36.92173","35.59751","36.93831","37.04467","36.65551","36.44976","37.27221","37.71342","36.54548","38.89176","39.93233","40.12394","40.6566","40.05085","41.12069","40.19582","40.79237","40.70539","40.74254","41.42148","41.08995","40.47366","39.693","38.56416","40.0069","36.59198","35.84289","35.38619","35.46897","35.47248","",
"Puerto Rico","PRI","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","24.00044","24.00129","24.00016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.65987","11.65964","12.05113","14.06949","12.89212","13.44119","13.89943","","","",
"Korea, Dem. People’s Rep.","PRK","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.99997","","","","","","20.53463","","","20.30024",
"Portugal","PRT","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","26.50146","24.56794","21.42208","20.24993","19.28108","19.12179","18.75178","18.03352","18.04188","18.13329","17.91428","17.42439","17.02051","16.84294","16.35778","","","14.85702","14.13632","14.13189","13.21125","12.15885","","","","","","13.23902","12.94736","11.06542","11.11103","11.57131","10.52502","10.60093","11.72552","11.26325","11.24954","10.82935","11.10043","11.73422","12.78162","13.40675","13.30619","12.7774","","",
"Paraguay","PRY","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","32.2938","31.492","31.18542","31.12712","27.74136","29.37063","28.84699","","28.14442","27.96191","27.38906","26.84236","26.02376","25.53601","25.30919","25.07358","24.76554","25.06017","25.36253","24.96018","24.6966","24.7149","22.89307","24.16687","24.14948","22.30626","21.47477","20.675","","","","","26.9585","27.84307","27.84345","","","","","","","","24.15974","","","","","","",
"West Bank and Gaza","PSE","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.76489","36.05452","37.99429","30.2193","33.38646","27.6851","24.51948","32.3483","30.07834","29.00439","27.95734","27.80112","25.64319","24.40835","23.5944","23.76348","23.99819","23.84715","24.72816","",
"Pacific island small states","PSS","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","22.95868","23.21397","22.82859","23.58818","23.66329","23.71312","23.15209","23.11237","22.7407","22.61502","22.63637","22.66092","22.27015","22.23061","22.30248","22.77636","22.24252","22.24763","22.32462","22.33862","22.43828","22.84266","23.06122","23.51125","23.31222","22.71376","22.19294","22.49954","22.32001","22.40064","23.29911","23.14664","23.23987","23.35579","23.01366","23.10197","23.3352","23.38434","23.11334","23.32436","23.48644","23.62274","22.8588","23.27774","22.71356","23.9025","23.01982","23.18067","",
"Post-demographic dividend","PST","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","19.78094","19.82373","19.65837","19.4979","19.3228","19.20129","19.22235","19.06761","18.95532","18.88224","18.62076","18.57222","18.43424","18.30192","18.10339","17.93054","17.76822","17.79314","17.6764","17.57806","17.4758","17.32984","17.22886","17.11483","16.76916","16.86979","16.77798","16.66762","16.75683","16.55367","16.15253","16.10911","15.69887","15.5933","15.29849","15.13672","14.89779","14.7229","14.60831","14.54782","14.27493","14.38517","14.46139","14.52554","14.49724","14.32447","14.17822","14.19791","",
"French Polynesia","PYF","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","19.46244","19.94419","20.21286","19.7627","20.26091","18.86182","18.34858","16.52822","14.90954","13.97742","14.82405","14.16327","13.87759","12.83774","13.22431","12.88396","13.53136","12.15622","12.08467","12.30047","11.35091","10.61005","9.97743","9.19661","8.90654","9.1458","","10.54974","13.12156","","12.59121","12.35435","11.69476","","11.11321","10.68339","11.11044","12.50368","11.22017","12.03187","11.27954","9.59909","10.0029","11.20958","11.62677","11.6276","11.77467","",
"Romania","ROU","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","25.92058","","","","","27.03864","27.0805","27.07743","25.13168","","21.937","21.27295","21.06902","21.26738","21.56186","20.0177","19.56463","19.31792","18.71259","18.5625","18.07554","17.44205","17.49461","17.47659","16.9932","16.80541","16.54133","15.86022","15.8262","16.1126","17.36674","17.56015","","","18.90704","19.32759","","",
"Russian Federation","RUS","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","27.94884","","","","","26.52823","","","23.41118","22.75625","22.34118","21.3168","20.25195","19.58987","","","","","18.37728","17.58649","16.99631","16.95644","16.63307","","16.74517","17.14697","17.12104","17.44699","18.06296","","","19.59062","19.82861","19.80802","20.14375","20.61869","","",
"Rwanda","RWA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","59.65253","56.52971","52.65621","51.14466","49.23848","50.05248","53.19814","56.99693","60.61495","55.91792","51.65228","49.60707","47.4752","46.7123","47.35577","48.45892","48.94776","49.73915","50.20987","50.10489","50.5765","54.2653","","","","","57.07631","56.64065","54.30548","54.02683","51.41724","58.96519","59.90567","62.02973","68.9519399999999","65.9330499999999","69.28601","67.73053","68.29941","64.61867","58.09439","59.27851","59.81633","58.24871","58.34317","58.45684","57.85938","",
"South Asia","SAS","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","41.17784","40.85344","41.24468","42.45591","42.65016","42.09882","42.20764","42.23202","41.9182","42.12433","42.64596","42.67621","42.43642","42.05844","41.6558","41.61673","41.62096","41.62835","42.23038","42.26231","42.35029","42.13666","41.93516","41.69185","41.5038","41.24336","40.93882","40.60241","40.28476","40.03789","39.87963","40.15907","40.7387","41.0148","40.99372","40.78047","40.62981","40.32514","39.30997","38.23183","37.15236","35.59796","35.82861","33.48089","32.75634","32.62597","35.48801","35.04856","",
"Saudi Arabia","SAU","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","18.74671","","","","","","","","","","","","","","","","","","","","","","","","","","11.33458","","11.22689","10.75323","11.43193","11.15436","11.01062","10.88712","10.5435","10.75887","10.90061","11.68136","","",
"Sudan","SDN","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Senegal","SEN","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","45.23103","44.08834","45.99383","40.76164","41.51319","41.16576","43.3411","42.33875","42.92144","42.76978","45.7491","42.76204","43.5987","41.23968","46.10986","46.49176","50.79365","53.57222","51.24208","57.58706","52.89294","58.94987","58.18609","57.74123","59.73722","58.20279","57.63011","55.87384","48.60013","50.91758","50.83597","48.89238","46.04819","43.20416","41.67137","38.531","34.20976","36.43514","34.65629","33.65179","33.31196","32.69103","32.24855","32.23045","32.09004","31.74299","32.81273","",
"Singapore","SGP","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","29.65315","29.91525","32.67158","31.00889","30.75248","30.47239","29.84477","29.61324","28.71383","27.72198","30.82764","30.00305","27.88061","29.31156","27.08295","26.832","26.19057","25.64987","26.0259","25.78846","25.77773","26.44377","25.77532","24.41733","23.7939","25.26535","25.39725","","","","","","","","","","","21.14176","20.18209","18.21792","","","","","","","15.0593","","",
"Solomon Islands","SLB","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","24.0339","23.72075","23.50184","23.38419","26.78439","26.34827","25.49151","24.68662","26.48416","25.32676","25.14808","24.98121","25.53461","25.14604","24.42839","25.87968","21.39697","","","","19.37241","20.51926","21.41365","24.29529","24.06245","","","23.45263","","19.24884","","","","","","","","","","","19.91627","19.52728","19.13812","20.59775","20.31899","25.73093","25.15321","25.77788","",
"Sierra Leone","SLE","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","32.30397","31.55171","","","31.98598","32.30974","32.16141","32.14094","","33.67513","33.07567","34.58384","33.50493","33.74361","34.05845","38.91197","","30.95381","30.13636","34.6766","33.86415","","","","","","","","","","37.2644","","","","","","","","","","31.33123","32.99373","34.83163","","33.75042","37.33182","39.43821","",
"El Salvador","SLV","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.50168","46.16032","43.23934","40.09995","39.67234","32.61124","31.00441","","29.28568","","","","29.69441","28.26087","28.27102","",
"San Marino","SMR","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","18.41573","17.05155","17","17.09091","15.86916","14.58621","14.21368","12.29545","12.0303","11.62879","10.4069","9.3","9.10366","8.82424","8.42104999999999","8.93038","7.97076","7","6.69841","6.16583","5.82692","5.50459","5.38462","5.3242","","5.22581","5.29412","","","5.36052","","","","6.33772","","","","6.34274","6.22222","6.46311","6.40574","6.27092","","","","","","",
"Somalia","SOM","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","43.54027","45.13945","44.15335","47.237","","56.79575","35.01988","27.23356","32.39786","31.1905","","","","","","","","","","","","","","","","","","","","","","","","","","","35.51919","","","","","","","","","","","",
"Serbia","SRB","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.04045","16.58853","16.18402","16.35445","15.48102","15.63411","15.15704","15.7097","15.24293","14.5183","14.28392","",
"Sub-Saharan Africa (excluding high income)","SSA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","37.3406","37.23319","37.16465","37.17382","37.0525","37.19274","37.43541","37.64409","36.46537","36.42143","37.27539","37.34967","37.36434","36.99633","36.89442","36.97561","36.69858","37.09931","36.68196","35.40662","36.18917","36.15155","36.10467","36.62339","37.80341","38.18788","38.16592","40.68205","41.16733","41.09062","42.29739","42.45983","43.14371","42.43913","42.63991","42.77203","43.50661","44.3086","43.85068","43.17535","41.61874","40.83073","42.24009","38.80935","38.09821","37.601","37.6325","37.51462","",
"South Sudan","SSD","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.89984","","","","46.75029","","","",
"Sub-Saharan Africa","SSF","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","37.33373","37.22675","37.15822","37.1674","37.04685","37.18666","37.4289","37.63819","36.46071","36.41771","37.27149","37.3457","37.36033","36.99238","36.89045","36.97135","36.69407","37.09453","36.67724","35.40226","36.18414","36.14649","36.09959","36.61805","37.79694","38.1815","38.15968","40.67392","41.15884","41.08199","42.28858","42.4507","43.13496","42.43142","42.63252","42.76488","43.49905","44.30072","43.84383","43.16956","41.61277","40.82567","42.23434","38.80512","38.09429","37.59736","37.62904","37.51115","",
"Small states","SST","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","31.78712","31.83192","31.15736","31.50399","31.54856","31.30591","30.97432","30.35656","30.01843","29.93325","29.34609","29.19345","29.07339","28.34116","28.57151","28.90204","28.78573","28.93525","28.63299","28.64851","28.80062","28.77595","28.54234","28.14103","28.28917","28.19597","27.98524","27.93659","27.81011","27.915","27.86472","27.86441","27.38632","26.7995","26.56161","25.93373","25.5857","24.94797","24.61708","23.97433","23.73688","23.49924","22.87144","22.81417","23.06362","22.81219","22.63973","22.56237","",
"Sao Tome and Principe","STP","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","33.27675","34.14618","","","","33.86256","","26.87287","","28.61179","27.85034","26.55105","25.64013","29.50558","30.97292","","29.63415","29.375","","35.45975","","","","","","32.94044","","","36.01364","","","32.66742","","32.06028","30.77576","","","","26.17273","","29.79713","28.65004","31.37579","32.72581","38.77644","32.15018","31.15842","",
"Suriname","SUR","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","36.92561","33.5295","32.5","30.84558","30.53877","31.41497","28.83223","27.70556","27.7249","23.25777","26.59222","27.07841","25.22084","24.74588","25.43752","23.24352","23.15453","23.23545","22.52585","22.47896","22.36969","24.6167","21.42409","","","","","","","","19.93606","19.45397","","","18.61562","15.9867","13.23428","15.98622","15.38398","14.94652","14.31496","13.98546","13.73758","13.39388","13.33105","13.35066","14.56772","",
"Slovak Republic","SVK","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.10757","22.39318","21.97551","","","19.30652","18.76821","17.57749","19.70391","19.11084","18.39264","17.67725","17.50733","17.20096","15.34656","16.61387","15.71918","15.24042","15.07841","14.94005","15.04676","15.23635","15.24933","","","",
"Slovenia","SVN","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.59747","15.67941","15.07139","13.99306","","13.74634","14.12375","","12.99654","12.4976","12.65035","15.09636","15.13255","15.18873","17.64818","17.44067","17.15585","17.01688","16.7077","16.78039","16.8859","16.74887","16.90462","13.80157","","",
"Sweden","SWE","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","19.97828","19.45624","17.18566","16.86167","16.03441","20.43812","","","","","","","","","","","","","","","","","9.5482","10.16069","10.52424","11.21408","11.83295","12.4508","12.3228","11.83778","11.40012","11.46596","11.18875","10.10989","10.05038","9.96625","9.8046","9.55123","9.34009","9.53888","9.26629999999999","9.64567","11.80923","11.93004","12.09754","12.3537","","",
"Eswatini","SWZ","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","40.47773","37.70712","37.88734","38.68087","38.78829","37.88743","36.89654","36.24064","35.29618","35.01558","34.17297","33.43921","33.24569","33.08695","33.30725","33.92866","33.14825","33.11139","32.77492","32.17689","32.7472","32.33739","32.75527","32.70207","32.71598","34.0218","33.881","33.77568","33.70121","33.15813","31.27536","32.87289","31.07433","31.20419","32.31015","32.87287","33.25891","32.44134","","31.64829","32.3244","30.4911","29.05959","28.09674","28.03276","27.58272","27.27385","","",
"Sint Maarten (Dutch part)","SXM","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.27358","","","","","","",
"Seychelles","SYC","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","24.20997","24.79898","24.63081","24.40618","24.89183","23.90654","22.87356","","23.70726","24.63704","","","","","","","","","","","","","","18.01642","16.85544","16.92637","17.13345","15.3981","14.84451","14.56158","14.65643","13.73876","13.886","14.04","13.51442","13.71684","12.92197","12.46695","13.05075","13.82051","12.54703","13.25457","12.55556","13.13464","13.31118","13.72171","13.98602","","",
"Syrian Arab Republic","SYR","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","36.8015","36.01959","36.32402","36.75235","34.62123","33.86258","32.72545","32.00104","30.50427","29.4374","28.11262","27.79374","27.26846","27.19603","27.05551","25.89366","25.22223","26.49236","26.92287","26.12085","25.06963","24.74328","24.23779","23.7348","23.3829","23.54409","23.45652","22.92187","24.92838","24.77985","24.11964","25.32848","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","15.23585","19.9","","","17.29787","21.25301","21.68675","21.15","","","","","","","","","","","","","","","","","","","17.47778","","18.40404","","17.69106","17.95798","15.21008","","","","","","","","","","","9.28772","","","","",
"Chad","TCD","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","64.89023","66.0043","","","","","","","","","","","","","64.19181","70.64574","","","68.37361","67.18043","65.8101499999999","62.30879","","60.91016","62.05484","62.95828","67.07802","67.5661","67.88426","68.62067","71.22252","67.9511","72.11578","68.7188","63.15438","62.72308","60.37925","62.40153","61.01961","62.20393","62.59056","61.26763","62.42763","56.16602","55.54179","56.88788","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","29.57454","29.78296","28.38852","29.25394","29.52564","29.78775","29.57763","29.68805","29.42951","29.34081","28.64079","28.01875","27.18962","26.59528","26.09654","26.02826","25.59176","25.18424","24.5992","24.01212","23.53203","23.41898","23.50588","23.57358","23.78681","23.99284","24.19932","24.43208","24.6288","24.49175","23.94253","23.24656","22.56907","21.98011","20.98734","20.18158","19.59377","19.08639","19.20127","18.74052","18.39189","18.32345","18.30577","17.79477","17.48413","17.24907","17.00519","17.51914","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","21.59091","21.33787","21.38254","21.41399","21.68072","21.56986","21.4924","21.26865","21.1136","20.75911","20.52492","20.3115","19.75882","19.22223","18.93586","19.06124","19.20557","19.12777","19.00421","18.85852","18.57879","18.33389","18.39205","18.38189","17.9839","17.74816","17.47108","17.0174","16.68385","16.58884","16.64585","16.76591","16.74552","16.87353","16.87251","16.67682","17.10687","17.29875","",
"Togo","TGO","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","58.45613","60.37813","59.48617","59.50325","58.54683","59.68668","60.56694","58.12109","55.43369","54.29058","55.07967","51.83896","48.20139","45.08388","44.42142","46.06011","50.25659","51.66419","54.61232","55.63861","58.25862","63.78768","","53.10531","54.86158","50.84948","46.37572","45.51107","41.28126","37.45983","34.33866","35.20108","35.45168","39.08429","33.59536","37.56283","39.13792","41.32555","43.50925","40.57306","40.94767","41.67781","41.08672","41.13664","41.70862","41.39676","40.12613","",
"Thailand","THA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","34.67302","","","30.10394","30.15075","27.96192","30.21801","28.8802","","","","","20.67687","19.78909","19.46745","","20.06617","20.29185","20.23474","20.2664","22.10699","20.13314","19.81136","20.52285","","18.8329","","18.73022","20.56669","20.79357","19.08866","18.56249","","","","18.26577","17.71738","15.99218","","16.2581","15.78457","16.28069","","15.3927","16.88246","16.65791","16.22081","",
"Tajikistan","TJK","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.31113","21.74715","20.80718","22.24579","22.85605","22.4766","22.79757","22.70828","21.98287","21.84551","21.7869","21.78474","22.3594","21.51849","21.32679","22.17816","21.60943","22.67432","23.24594","25.18145","23.27456","23.00472","22.69386","22.3589","22.28986","22.19159","22.30051","",
"Turkmenistan","TKM","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","32.21636","32.14302","31.9545","31.91204","31.68466","31.60661","31.6042","31.53448","31.45579","31.19808","31.07505","30.85878","30.39974","30.05238","29.80181","29.51678","28.8118","28.58309","28.21167","27.87345","27.72364","27.57856","27.26384","26.93094","26.50542","26.30722","26.11928","25.90692","26.16503","26.54197","26.01581","25.07951","24.64679","24.29179","24.36179","24.04535","24.21178","24.5145","24.14312","23.98861","23.69894","23.26404","22.72161","22.68533","22.37386","22.06926","22.00855","21.86958","",
"Timor-Leste","TLS","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.9124","47.17944","46.8161","50.71393","","","","","29.77684","30.19877","31.35481","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","32.93628","32.85903","32.50939","33.35965","32.14","32.25044","31.50699","30.84622","31.78889","31.38564","30.68215","30.17745","29.44907","26.10644","25.9604","25.4622","25.5481","26.9438","27.18205","24.42509","26.28266","26.48131","26.17161","25.851","26.37833","25.87421","26.31807","25.25405","25.21388","24.87611","24.34276","23.83329","23.67183","23.31166","22.9917","23.39617","23.13494","23.04413","22.83395","22.67745","23.02279","22.35497","21.38805","21.88918","22.03178","22.21532","22.54026","22.90365","",
"Tonga","TON","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","27.15046","25.33333","25.80374","26.03432","25.34731","27.99419","25.38983","","25.92641","24.13692","24.34315","24.98417","21.06053","19.6262","20.89012","22.875","22.31135","21.65155","","","23.97968","23.42857","21.24745","22.27056","23.59486","21.2398","20.96642","21.0202","21.8883","20.90037","22.14456","20.69623","22.12807","21.71238","20.30012","20.30036","22.29079","25.4015","25.06316","24.58676","24.88626","24.12606","21.10539","25.74776","21.85806","21.63312","","","",
"South Asia (IDA & IBRD)","TSA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","41.17784","40.85344","41.24468","42.45591","42.65016","42.09882","42.20764","42.23202","41.9182","42.12433","42.64596","42.67621","42.43642","42.05844","41.6558","41.61673","41.62096","41.62835","42.23038","42.26231","42.35029","42.13666","41.93516","41.69185","41.5038","41.24336","40.93882","40.60241","40.28476","40.03789","39.87963","40.15907","40.7387","41.0148","40.99372","40.78047","40.62981","40.32514","39.30997","38.23183","37.15236","35.59796","35.82861","33.48089","32.75634","32.62597","35.48801","35.04856","",
